brand_model,year,mileage,price,insurance,gearbox_type,gearbox_health,motor_status,body_status,chassis_status,url,condition_score
کیا سراتو اتوماتیک 2000cc,2016,240000,3400000000,2,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%DA%A9%DB%8C%D8%A7-%D8%B3%D8%B1%D8%A7%D8%AA%D9%88-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA/gaDJp8Kp?tracker_session_id=09ab6fc4-8041-46c1-9b3e-50259e94383b_gaDJp8Kp_N,90.0
کیا سراتو مونتاژ اتوماتیک آپشنال 2000cc,1397,90000,4000000000,10,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%B1%D8%A7%D8%AA%D9%88-%DB%B9%DB%B7-%D8%A7%D9%BE%D8%B4%D9%86%D8%A7%D9%84/gaG5ikCe?tracker_session_id=09ab6fc4-8041-46c1-9b3e-50259e94383b_gaG5ikCe_N,90.0
کیا سراتو اتوماتیک 2000cc,2016,175000,5000000000,0,,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%B1%D8%A7%D8%AA%D9%88-%DB%B2%DB%B0%DB%B0%DB%B0/gaE1781R?tracker_session_id=09ab6fc4-8041-46c1-9b3e-50259e94383b_gaE1781R_N,90.0
کیا سراتو اتوماتیک 2000cc,2015,170000,4250000000,9,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%B1%D8%A7%D8%AA%D9%88-%DB%B2%DB%B0%DB%B1%DB%B5-%D9%81%D9%88%D9%84-%D8%B4%D8%B1%DA%A9%D8%AA%DB%8C/gaFV0CqU?tracker_session_id=09ab6fc4-8041-46c1-9b3e-50259e94383b_gaFV0CqU_N,90.0
کیا سراتو مونتاژ اتوماتیک آپشنال 2000cc,1396,200000,3800000000,0,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%B1%D8%A7%D8%AA%D9%88-96/gaD1p5o8?tracker_session_id=09ab6fc4-8041-46c1-9b3e-50259e94383b_gaD1p5o8_N,90.0
کیا سراتو اتوماتیک 2000cc,2018,113000,11000,6,اتوماتیک,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%B1%D8%A7%D8%AA%D9%88-%D8%A7%D8%A8%D8%B4%D9%86%D8%A7%D9%84-%DB%B2%DB%B0%DB%B0%DB%B0-%D9%85%D8%AF%D9%84-%DB%B9%DB%B7-%D8%A8%DB%8C%D8%B1%D9%86%DA%AF-%D8%A7%D8%B3%D8%AA%D8%AB%D9%86%D8%A7%DB%8C%DB%8C/gaEVhnrp?tracker_session_id=09ab6fc4-8041-46c1-9b3e-50259e94383b_gaEVhnrp_N,90.0
کیا سراتو اتوماتیک 2000cc,2013,183000,2680000000,8,اتوماتیک,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,https://divar.ir/v/%D8%B3%D8%B1%D8%A7%D8%AA%D9%88-%DB%B2%DB%B0%DB%B1%DB%B3-%D9%81%D9%88%D9%84-%D8%A2%D9%BE%D8%B4%D9%86%D8%A7%D9%84-%D9%88%D8%A7%D8%B1%D8%AF%D8%A7%D8%AA%DB%8C/gaooU5XW?tracker_session_id=09ab6fc4-8041-46c1-9b3e-50259e94383b_gaooU5XW_N,70.0
پراید 131 دوگانه سوز,1388,260000,420000000,0,دنده‌ای,سالم و پلمپ,سالم,صافکاری بی‌رنگ,تعیین‌نشده,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-88-%D8%AF%D9%88%DA%AF%D8%A7%D9%86%D9%87-%D8%B4%D8%B1%DA%A9%D8%AA%DB%8C-%DA%A9%D9%85-%DA%A9%D8%A7%D8%B1/gaHtmiw9?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHtmiw9_N,100.0
پراید 131 SE,1383,0,300000000,9,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-83-%D8%B3%D8%A7%D9%84%D9%85-%D8%A8%D8%AF%D9%86-%D8%A7%DB%8C%D8%B1%D8%A7%D8%AF-%D8%B3%D8%A7%D9%84%D9%85-%D8%AF%D8%B1%D8%AD%D8%AF/gaGFR7tz?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaGFR7tz_N,90.0
پراید 131 SE,1387,580000,409000000,7,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,ضربه‌خورده,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D8%A8%D8%A7-%D9%85%D8%AF%D9%84-87-%D9%87%DB%8C%D8%AF%D8%B1%D9%88%D9%84%DB%8C%DA%A9-%DA%A9%D8%A7%D8%B1%D8%AE%D8%A7%D9%86%D9%87/gaH1Gsdv?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaH1Gsdv_N,30.0
پراید 131 EX,1381,230000,2800000000,0,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF%DB%B1%DB%B3%DB%B1/gaHVlq8C?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHVlq8C_N,90.0
پراید 131 SE,1386,101015,111000000,12,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B4%D8%A7%D8%B3%D8%A8-%D9%BE%D9%84%D9%85%D9%BE-%D9%87%D9%85%D9%87-%DA%86%DB%8C-%D8%AA%D9%85%D9%88%D9%85/gaGF2uaB?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaGF2uaB_P,50.0
پراید 131 SE,1387,490000,400000000,11,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,رنگ‌شده,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131%D8%AF%D9%88%DA%AF%D8%A7%D9%86%D9%87-%D8%B4%D8%B1%DA%A9%D8%AA%DB%8C/gaHJXzFk?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHJXzFk_N,40.0
پراید 131 SL,1390,350000,480000000,10,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,تعیین‌نشده,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D9%85%D8%AF%D9%84-%DB%B9%DB%B0-sl/gaEVKmoD?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaEVKmoD_N,90.0
پراید 131 SL,1390,140000,570000000,12,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D9%88%D8%AF%D8%B1%D9%88-%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF/gaHxVae5?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHxVae5_N,90.0
پراید 131 SE,1375,1000000,220000000,5,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,ضربه‌خورده,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D9%85%D8%AF%D9%84-%DB%B7%DB%B5/gaykEKUJ?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaykEKUJ_N,50.0
پراید 131 EX,1390,160000,443000000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131-%D8%B9%D8%B1%D9%88%D8%B3%DA%A9/gaGRh8nE?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaGRh8nE_N,90.0
پراید 131 SE,1398,100000,825000000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D9%85%D8%AF%D9%84-98%D8%A8%DB%8C%D8%B1%D9%86%DA%AF/gavocnw2?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gavocnw2_N,90.0
,,0,,0,,,,,,https://divar.ir/v/%DB%B1%DB%B3%DB%B1-%D9%85%D8%AF%D9%84-%DB%B9%DB%B6-%D9%86%D8%B5%D9%81-%DA%AF%D9%84%DA%AF%DB%8C%D8%B1-%D8%B1%D9%86%DA%AF-%D9%85%D8%B9%D8%A7%D9%88%D8%B6%D9%87-%D8%AF%D8%A7%D8%B1%D9%85/gadk6Cb8?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gadk6Cb8_N,70.0
پراید 131 SE,1396,220000,480000000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D9%85%D8%AF%D9%84-%DB%B9%DB%B6/gaxElQ6S?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaxElQ6S_N,90.0
پراید 131 دوگانه سوز,1398,160000,720000000,5,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131%D9%85%D8%AF%D9%84-98%D8%AF%D9%88%DA%AF%D8%A7%D9%86%D9%87-%D8%A8%DB%8C%D8%B1%D9%86%DA%AF/gaHN2Ane?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHN2Ane_N,90.0
پراید 131 TL,1391,35000,380000000,6,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4%DB%8C-%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D9%85%D8%AF%D9%84-%DB%B9%DB%B1-%D8%AA%DA%A9-%D8%B3%D9%88%D8%B2/gaHF28TB?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHF28TB_N,90.0
پراید 131 SE,1395,225000,550000000,6,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D9%85%D8%AF%D9%84-95/gaHZlSsS?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHZlSsS_N,50.0
پراید 131 دوگانه سوز,1388,200000,360000000,0,دنده‌ای,,تعیین‌نشده,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF88-%D8%AF%D9%88%DA%AF%D8%A7%D9%86%D9%87-%DA%A9%D8%A7%D8%B1%D8%AE%D9%88%D9%86%D9%87/ga3E_1cj?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_ga3E_1cj_N,70.0
پراید 131 EX,1386,253222,285000,6,دنده‌ای,,تعیین‌نشده,تمام‌رنگ,تعیین‌نشده,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D8%A8%D8%A7/gaHd2HU3?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHd2HU3_N,30.0
پراید 131 SL,1389,300000,420000000,6,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF/gaHd2VjB?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHd2VjB_N,90.0
پراید 131 SE,1395,230000,500000000,9,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%DB%B1%DB%B3%DB%B1-%D9%85%D8%AF%D9%84-%DB%B9%DB%B5/gaH1FbCy?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaH1FbCy_N,50.0
پراید 131 SL,1390,111111,370000000,3,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D9%85%D8%AF%D9%84-%DB%B9%DB%B0-%DB%B1%DB%B3%DB%B1/gaHh15hk?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHh15hk_N,50.0
پراید 131 SE,1390,400000,520000000,0,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B3%D8%A7%D9%84%D9%85-%D8%A8%DB%8C-%D8%B1%D9%86%DA%AF-%D9%87%DB%8C%D8%AF%D8%B1%D9%88%D9%84%DB%8C%DA%A9-%D8%B4%D8%B1%D8%A7%DB%8C%D8%B7%DB%8C/gaH9Ftuh?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaH9Ftuh_N,80.0
پراید 131 SL,1390,274000,540000000,3,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%DB%B1%DB%B3%DB%B1-sl-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B0/gaHJXT54?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHJXT54_N,90.0
,,0,,0,,,,,,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-98/gaHp1ka7?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHp1ka7_N,70.0
پراید 131 SE,1395,268000,445000000,12,دنده‌ای,سالم و پلمپ,سالم,تمام‌رنگ,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%DB%B1%DB%B3%DB%B1-%D9%85%D8%AF%D9%84-%DB%B1%DB%B3%DB%B9%DB%B5/gaDB4HFf?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaDB4HFf_N,30.0
پراید 131 SL,1390,199000,518000000,3,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%DB%B9%DB%B0-%D8%A8%DB%8C-%D8%B1%D9%86%DA%AF-%DA%A9%D9%85-%DA%A9%D8%A7%D8%B1/gaAZtqCn?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaAZtqCn_N,90.0
پراید 131 SE,1390,125000,510000000,1,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%AE%D9%88%D9%86%DA%AF%DB%8C-%D9%85%D8%AF%D9%84-90/gaHxFeFz?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHxFeFz_N,90.0
پراید 131 EX,1397,179000,615000000,0,دنده‌ای,,سالم,سالم و بی‌خط و خش,ضربه‌خورده,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131/gaHBnNTO?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHBnNTO_N,70.0
,,0,,0,,,,,,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D9%85%D8%AF%D9%84-%DB%B8%DB%B2/gaElbZhQ?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaElbZhQ_N,70.0
,,0,,0,,,,,,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%DB%B9%DB%B8-%DA%A9%D8%A7%D8%B1%D9%85%D9%86%D8%AF%DB%8C/gaHZGkfO?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHZGkfO_N,70.0
,,0,,0,,,,,,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF%DB%B8%DB%B7/gaHNmXXC?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHNmXXC_N,70.0
پراید 131 SX,1394,270000,600000000,12,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۳ ناحیه,سالم و پلمپ,https://divar.ir/v/%DB%B1%DB%B3%DB%B1%D9%85%D8%AF%D9%84-%DB%B9%DB%B4-%D9%85%D8%B9%D8%A7%D9%88%D8%B6%D9%87-%D8%A8%D8%A7-%D9%86%DB%8C%D8%B3%D8%A7%D9%86-%D8%A7%D8%B1%DB%8C%D8%B3%D8%A7%D9%86-%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%A8%D8%A7%D8%B1/gay0IAjp?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gay0IAjp_N,60.0
پراید 131 دوگانه سوز,1388,300000,440000000,0,دنده‌ای,,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%AF%D9%88%DA%AF%D8%A7%D9%86%D9%87-%D9%85%D8%AF%D9%84-%DB%B8%DB%B8/gaAVCnkq?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaAVCnkq_N,90.0
پراید 131 SE,1395,260000,525000000,11,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%DB%B1%DB%B3%DB%B1-%D9%85%D8%AF%D9%84-%DB%B9%DB%B5/ga-s217H?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_ga-s217H_N,90.0
پراید 131 SE,1383,500000,290000000,6,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,https://divar.ir/v/%D8%A2%DA%AF%D9%87%DB%8C-%D8%AE%D9%88%D8%AF%D8%B1%D9%88/gaHF2aue?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHF2aue_N,50.0
پراید 131 دوگانه سوز,1390,245555,385000000,6,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D9%85%D8%AF%D9%84-90%D9%87%DB%8C%D8%AF%D8%B1%D9%88%D9%84%DB%8C%DA%A9-%D8%B4%D8%A7%D8%B3%DB%8C-%D8%B3%D8%A7%D9%84%D9%85/gaHVlaz3?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHVlaz3_N,90.0
پراید 131 SE,1398,74000,660000000,7,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%DB%B1%DB%B3%DB%B9%DB%B8/ga8ojXWK?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_ga8ojXWK_N,90.0
پراید 131 SE,1396,181000,695000000,11,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131se-%D9%85%D8%AF%D9%84-96-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%86%DA%AF-%D8%B4%D8%A7%D8%B3%DB%8C-%D8%B3%D8%A7%D9%84%D9%85/gaHBnAhe?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHBnAhe_N,90.0
پراید 131 SX,1392,270000,499000000,2,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-131%D9%85%D8%AF%D9%8492/gaHV2of3?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHV2of3_N,90.0
پراید 131 SX,1390,210000,580000000,8,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D9%85%D8%AF%D9%84-%DB%B9%DB%B0-%D9%81%D8%B1%D9%85%D8%A7%D9%86-%D9%87%DB%8C%D8%AF%D8%B1%D9%88%D9%84%DB%8C%DA%A9/gaH5lK_N?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaH5lK_N_N,90.0
پراید 131 SE,1387,300000,340000000,10,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%B5%D8%A8%D8%A7-%D9%85%D8%AF%D9%84-%DB%B8%DB%B7/gaHFnPq3?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHFnPq3_N,50.0
پراید 131 SE,1392,300000,460000000,12,دنده‌ای,,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D9%85%D8%AF%D9%84-%DB%B9%DB%B2se/gaHVVOUO?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHVVOUO_N,90.0
,,0,,0,,,,,,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%AA%D8%B1%D9%88%D8%AA%D9%85%DB%8C%D8%B2-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%86%DA%AF/gaHR2vkB?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHR2vkB_N,70.0
پراید 131 SE,1388,1111,370000000,4,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D9%85%D8%AF%D9%84-88/gaHV1IGP?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHV1IGP_N,70.0
پراید 131 EX,1390,400000,480000000,7,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF90/gaHl2nTA?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHl2nTA_N,70.0
پراید 131 SX,1390,420000,480000000,5,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,ضربه‌خورده,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D9%85%D8%AF%D9%84-%DB%B9%DB%B0sx/gaHNXg05?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHNXg05_N,70.0
پراید 131 SX,1400,0,20000000,12,دنده‌ای,,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D8%AE%D9%88%D8%AF%D8%B1%D9%88-%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D8%A8%D8%AF%D9%88%D9%86-%D9%BE%DB%8C%D8%B4-%D9%BE%D8%B1%D8%AF%D8%A7%D8%AE%D8%AA-%D9%82%D8%B3%D8%B7%DB%8C-%D8%A7%D9%82%D8%B3%D8%A7%D8%B7/garIwYKh?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_garIwYKh_N,90.0
پراید 131 SE,1398,135000,730000000,0,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF/gaq0V3Po?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaq0V3Po_N,90.0
پراید 131 SX,1390,400000,480000000,2,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%DB%B1%DB%B3%DB%B1-sx/gaHdGkEP?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHdGkEP_N,80.0
پراید 131 SL,1396,150000,450000000,10,دنده‌ای,سالم و پلمپ,سالم,سالم و بی‌خط و خش,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%DB%B1%DB%B3%DB%B1-%D9%85%D8%AF%D9%84-%DB%B9%DB%B6/gaHpGABj?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHpGABj_N,90.0
پراید 131 SE,1391,219000,420000000,12,دنده‌ای,سالم و پلمپ,سالم,خط و خش جزیی,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-91%D8%AA%DA%A9-%D8%B3%D9%88%D8%B2%D8%AE%D8%A7%D9%86%DA%AF%DB%8C/gaHpmW4A?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHpmW4A_N,90.0
پراید 131 SE,1395,260000,660000000,6,دنده‌ای,تعمیر شده,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%DB%B9%DB%B5%D9%85%D8%AF%D9%84%DB%B1%DB%B3%DB%B1/gaH1FUIt?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaH1FUIt_N,65.0
پراید 131 دوگانه سوز,1393,240000,530000000,1,دنده‌ای,سالم و پلمپ,سالم,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%DB%B9%DB%B3-%D8%AF%D9%88%DA%AF%D8%A7%D9%86%D9%87-%DA%A9%D8%A7%D8%B1%D8%AE%D8%A7%D9%86%D9%87-131/gaB9SGu1?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaB9SGu1_N,80.0
پراید 131 SE,1391,330000,370000000,6,دنده‌ای,سالم و پلمپ,سالم,دوررنگ,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF-%D9%85%D8%AF%D9%84%DB%B9%DB%B1/gaHdFLUt?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHdFLUt_N,50.0
پراید 131 EX,1396,236000,1000,12,دنده‌ای,,سالم,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,https://divar.ir/v/%D9%BE%D8%B1%D8%A7%DB%8C%D8%AF/gaHtmTH_?tracker_session_id=26be204d-5bda-40e9-9402-9b3b9ac9a5a1_gaHtmTH__N,70.0
